test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2024_06_고3_수산,11,"다음 대화에서 알 수 있는 어업 기기 (가)에 대한 설명으로 옳은 것은?
--- 항해사: 선장님! 그물, 전개판, 끌줄까지 투망 작업을 모두 완료했습니다. 선장: 네. 수고했어요. 당직 항해사는 예망 속력을 4노트 (knot)로 유지하면서, 선박 주위 견시를 철저히 하도록 하세요. 또한 (가)를 이용해 20분마다 그물의 수중 전개 상태를 확인하여 보고하세요. 항해사: 네. 확인하여 보고하겠습니다.",적외선을 이용한다.,선망 어업에서 사용된다.,어구의 후릿줄에 설치한다.,어군 탐색 단계에서 사용된다.,해면에서 탐지부까지의 깊이를 측정할 수 있다.,5
KSAT_2024_06_고3_수산,12,"[MultiModal] 다음 상황에서 L군의 실습이 이루어질 컨테이너 터미널의 시설로 가장 적절한 것은?
--- L군은 ○○컨테이너 터미널에 현장 실습생으로 배치되었다. 실습 첫날 현장 책임자는 아래의 그림을 보여 주면서, 앞으로 빈 컨테이너에 화물을 적입하는 업무를 실습할 것이라고 설명해 주었다.",에이프런,마셜링 야드,컨테이너 장치장,컨테이너 정비 공장,컨테이너 화물 조작장,5
KSAT_2024_06_고3_수산,13,"다음 글에서 설명하고 있는 어종과 양성 방법으로 옳은 것은?
--- 식량 자원으로서 가치가 높은 이 어종의 자원량은 내수면의 환경 변화 및 하천 개발 등의 이유로 지속적으로 감소하고 있다. 이 어종은 하천에서 생활하다 6cm 정도로 자라면 바다로 내려가고, 주로 갑각류나 작은 물고기 등을 먹고 생활하다가 산란기가 다가오면 다시 자신이 태어난 강을 찾아간다. 그래서 성장 후 다시 포획할 목적으로 이 어종의 치어를 하천에 놓아 준다. 이 치어는 산란기에 하천으로 올라오는 암컷과 수컷에서 알과 정자를 확보하고, 이를 수정시켜 생산된다.",송어 – 방류 재포식,송어 – 순환 여과식,연어 – 방류 재포식,연어 – 순환 여과식,뱀장어 – 순환 여과식,3
KSAT_2024_06_고3_수산,15,"다음 글에서 글쓴이가 체험한 해양 관광으로 가장 적절한 것은?
--- 날씨가 따뜻해져 주말을 이용해 가족들과 ○○섬 마을에 다녀왔다. 첫날은 전통 어촌 가옥에서 숙박을 하였다. 그 다음 날 아침 바닷물이 빠지자 갯벌에서 조개 캐기 체험을 하였는데, 처음 접해 보는 것이라 다들 재미있어 했다. 근처 식당에서는 우리가 직접 잡은 조개를 이용해 해산물 요리를 해 주었다. 도시에서 사서 먹는 것보다 저렴하고, 무엇보다 직접 잡은 신선한 조개로 요리한 것을 먹으니 더욱 즐거웠다.",리조트 관광,어촌 체험 관광,해양 레저 관광,유람선 체험 관광,잠수정 체험 관광,2
KSAT_2024_06_고3_수산,17,위 [조사 보고서]의 어획물 처리 과정에서 사용한 가공 방법이 적용된 건제품으로 옳은 것은?,명태 동건품,미역 소건품,새우 자건품,조기 염건품,가자미 배건품,3
KSAT_2024_06_고3_수산,20,"다음 [실습 절차]에서 B실습생의 조작에 의해 작동되는 선박 자동화 시스템의 주된 기능으로 옳은 것은?
--- [실습 목표] 조타 명령 이행하기 [실습 장소 및 상황] 선박 운항 시뮬레이터 실습실, ○○항 입항 [실습 역할 분담] A 실습생 : 선장, B실습생 : 조타수 [실습 절차] 절차 1: 선장은 자이로컴퍼스 확인 후 조타 명령을 한다. A실습생 : (자이로컴퍼스 확인) ""port ten."" 절차 2: 조타수는 명령 복창 후 조타륜을 조작한다. B실습생: ""port ten."" (조타륜 조작) 절차 3: 조타수는 타각 지시기 확인 후 완료 보고한다. B실습생 : (타각 지시기 확인) ""port ten, sir!"" 절차 4: 선장은 명령에 맞게 움직였는지 최종 확인한다. A실습생 : (자이로컴퍼스 확인) ""okay!"" [안전교육 및 유의사항] - 전방 견시를 철저히 한다. - 기기를 함부로 조작하지 않는다.",선박의 침로를 제어한다.,선박의 트림을 조절한다.,선박의 발전량을 조절한다.,선박의 복원력을 조절한다.,선박의 감시 경보를 제어한다.,1
KSAT_2021_09_고3_수산,3,"다음 상황에서 A씨가 버킷 리스트에 추가한 해양 관광의 종류로 가장 적절한 것은?
평소 여행을 좋아하는 A씨는 인터넷 검색을 하던 중 이색적인 관광 상품이 있다는 것을 알게 되었다. 이 관광은 1개월 동안 선박을 이용하여 여러 항구를 기항하면서 관광 명소를 방문할 수 있고, 선내에 객실뿐만 아니라 고급 레스토랑, 수영장, 공연장 등의 각종 편의 시설과 위락 시설이 있다고 안내되어 있었다. 특히 다양하게 마련된 프로그램을 통해 이동 중에도 색다른 경험을 할 수 있다는 점을 흥미롭게 생각한 A씨는 이 관광을 버킷 리스트에 추가하였다.",해중 관광,크루즈 관광,리조트 관광,어촌 체험 관광,해양 레저 관광,2
KSAT_2021_09_고3_수산,4,[MultiModal] 다음은 제자와 선생님의 대화 내용이다. 이를 통해 알 수 있는 제자의 수산·해양 분야 직업으로 가장 적절한 것은?,검수사,항해사,해양경찰,선박무선통신사,선박보험전문가,3
KSAT_2021_09_고3_수산,10,"다음 글에서 ○○항만공사가 추가로 구매할 컨테이너 하역 설비로 가장 적절한 것은? [3점]
○○항은 초대형 컨테이너선 4척이 동시에 정박하여 하역 작업을 할 수 있는 계류 시설, 컨테이너 하역 설비 그리고 터미널을 보유하고 있다. 그러나 최근 글로벌 물동량의 증가로 화물이 넘쳐 나면서 항만이 수용할 수 있는 한계를 넘어서고 있다. 이에 ○○항만 공사는 컨테이너 장치장(container yard)에 더 많은 컨테이너를 적재하기 위하여 다음과 같은 [구매 요구 조건]을 충족하는 하역 설비를 추가로 구매하기로 결정하였다.
[구매 요구 조건]
1. 컨테이너 장치장에서 컨테이너를 5단 이상 쌓을 수 있을 것
2. 컨테이너 장치장의 바닥에 설치된 레일을 따라 앞뒤로 움직일 수 있을 것
3. 터미널의 무인 자동화 시스템과 연동이 가능할 것",지게차(fork lift),리치 스태커(reach stacker),갠트리 크레인(gantry crane),트랜스퍼 크레인(transfer crane),스트래들 캐리어(straddle carrier),4
KSAT_2021_09_고3_수산,11,"다음 기사에서 △△사가 공급 예정인 발전 설비와 동일한 작동 방식의 추진 기관이 적용된 선박으로 가장 적절한 것은?
국내의 동력 시스템 공급 업체 △△사는 열병합발전소에 발전 설비를 공급하기로 계약했다. 공급 예정인 발전 설비는 보일러에서 발생된 고온·고압의 수증기를 좁은 노즐에 통과시켜 빠른 속도로 회전체의 날개(blade)에 분사한다. 그에 따라 날개가 회전함으로써 전기를 생산하기 위한 동력을 얻는다. 이 발전 설비는 유지·보수비가 적게 드는 장점이 있다.
-○○신문, 2021년 5월 12일 자-",증기 터빈선,가스 터빈선,디젤 기관선,왕복동 기선,가솔린 기관선,1
KSAT_2021_09_고3_수산,17,"[MultiModal] 다음 상황에서 (가)에 들어갈 내용으로 옳은 것은?
버스를 타고 체험 학습을 가고 있는 A군은 고속도로에서 컨테이너를 싣고 가는 차량을 보았다. A군은 컨테이너에 부착된 그림과 같은 표찰을 보고 그 의미가 궁금하여 선생님께 질문하였다. 선생님께서는 ""저것은 국제 해사기구에서 정한 위험물 표찰 중의 하나로 (가)이 적재되어 있으니 주의하라는 의미이다.""라고 설명해 주셨다.",폭발성 물질 및 폭발성 제품,인화성을 활성화할 수 있는 물질,인간과 동물에게 해로운 감염성 물질이나 제품,주로 금속과 인체의 피부 조직에 손상을 주는 물질,직접 노출되면 생명체의 세포나 구조가 파괴될 위험이 있는 물질,3
KSAT_2021_09_고3_수산,18,"다음 상황에서 A군이 체험할 해양 레저 기구로 가장 적절한 것은?
휴가를 즐기고 있는 A군은 가족들과 함께 수산물 센터를 방문하였다. 그곳에서 판매되는 다양한 수산물 중에 수조 안에서 빠르게 움직이는 오징어가 눈에 띄어 아버지께 오징어의 유영 방법에 대하여 질문하였다. 아버지께서는 ""오징어는 물을 흡입한 후 분사하는 방식으로 유영한단다. 이 방식과 유사한 원리로 추진하는 해양 레저 기구가 있는데, 시속 80~90km의 빠른 속도로 수면 위를 질주한단다. 마침 이 근처에 그 레저 기구의 체험장이 있으니 내일 함께 가서 타 보자.""라고 말씀하셨다.",모터 요트,패러 세일,세일 요트,워터 슬래드,수상 오토바이,5
KSAT_2022_11_수능_수산,1,"다음 글에서 알 수 있는 해양 레저의 종류로 옳은 것은?
신비로운 바닷속을 탐험할 수 있는 해양 레저가 현대인들의 새로운 버킷 리스트가 되고 있다. 이 해양 레저는 장비를 착용하고 일정 수심까지 잠수해 즐기는 레포츠로, 수중 본연의 아름다움을 그대로 감상할 수 있어 취미 생활로도 선호되고 있다. 이 해양 레저는 공기통을 이용해 안정적으로 호흡을 할 수 있어, 안전 장비를 제대로 갖추고 일정한 교육을 받으면 전문가와 함께 누구나 즐길 수 있는 매력을 가지고 있다.",노보트,패러 세일,워터 슬래드,스쿠버 다이빙,호버 크래프트,4
KSAT_2022_11_수능_수산,2,"다음 글에서 소개하고 있는 수산·해운 분야의 직업으로 옳은 것은?
내 직업을 소개합니다.
안녕하세요. 저는 ○○○입니다.
선박을 안전하게 운항하기 위해서는 많은 장치들이 잘 작동되어야 합니다. 저는 그중에서 선박이 운항하는 동안 엔진의 상태는 어떤지, 수리가 필요한 곳은 없는지, 보일러의 압력은 적당한지 등을 수시로 점검 및 정비하고 있습니다. 해양·수산 관련 대학이나 고등학교 등에서 정규 교육과정과 각종 안전 교육을 이수하고 면허 취득 시험에 합격하면 저와 같은 직업을 가질 수 있습니다.",검량사,검수사,도선사,관세사,기관사,5
KSAT_2022_11_수능_수산,3,"다음 글에서 (가)에 들어갈 추진 기관으로 옳은 것은?
초창기 건조된 LNG 운반선은 기관 외부의 연소실에서 연료를 연소시켜 보일러 내의 물을 고온·고압의 증기로 만들고, 이 증기를 회전체의 날개에 작용시켜 추진 동력을 얻었다. 그러나 이 방식은 기관의 열효율이 30% 정도밖에 되지 않는다. 최근에는 기관의 열효율 개선을 위해 연료를 실린더 내부에서 직접 연소시켜 발생한 가스의 압력으로 피스톤을 움직여 추진 동력을 얻는 방식의 (가) 이 LNG운반선에 도입되고 있다.",원자력 기관,가스 터빈 기관,증기 터빈 기관,왕복형 내연 기관,증기 왕복동 기관,4
KSAT_2022_11_수능_수산,14,"다음 상황에서 알 수 있는 컨테이너 하역 설비로 옳은 것은?
컨테이너선 ○○호는 10일간의 항해를 마치고 △△항의 컨테이너 전용 터미널에 입항 중이다. 실습 항해사 K학생의 눈에 가장 먼저 보인 것은 부두에 우뚝 서 있는 하역 설비였다. 그 설비는 컨테이너를 선적 및 양하하는 것으로, 기차처럼 바닥에 설치된 레일을 통해서 이동하는 특징을 가지고 있다. 그리고 컨테이너 전용 터미널에 있는 하역 설비 중에서 가장 큰 규모를 자랑한다.",지게차,탑 핸들러,리치 스태커,야드 트랙터,갠트리 크레인,5
KSAT_2022_11_수능_수산,17,"위 인터뷰에서 연구원 B의 답변을 통해 알 수 있는 선박의 시스템으로 가장 적절한 것은?
리포터 : 심해저에는 다양한 광물 자원이 있다고 알려져 있는데요, 오늘은 심해저에서 특별한 광물 자원 채굴에 성공한 해양 탐사선 ○○호의 연구원들을 모시고 이야기를 들어보겠습니다. 이번에 채굴한 광물 자원에 대해 설명해 주시겠습니까?
연구원 A: 네, ○○호는 이번에 태평양을 탐사하면서 '바다의 검은 황금'이라 불리는 자원을 채굴하였습니다. 이것은 영국의 탐사선 챌린저호에 의해 처음 발견된 것으로, 수심 4,000~6,000m의 심해저에 주로 분포하고 있는 감자 모양의 금속 산화물입니다.
리포터 : 그렇군요. 그 광물 자원이 있는 먼 바다까지 선박으로 항해하는데 위험하지는 않았나요?
연구원 B: ○○호는 대양에서의 최적 항로 계획, 충돌·좌초 예방, 선체 상태 감시 평가, 해상·기상 감시 평가 등의 기능을 가진 시스템을 갖추고 있어서 안전하게 항해할 수 있었습니다.",추진 제어 시스템,항내 자동 운항 시스템,최적 자동 항해 시스템,통신 사무 자동화 시스템,하역 의장 자동화 시스템,3
KSAT_2023_11_수능_직업 생활,1,다음은 「직업 가치관 검사 결과」이다. 이에 대한 분석 내용으로 적절한 것만을 <보기>에서 있는 대로 고른 것은?,1번 선택지,2번 선택지,3번 선택지,4번 선택지,5번 선택지,2
KSAT_2023_11_수능_직업 생활,4,[MultiModal] 다음은 하버드 대학교 학생들을 대상으로 실시한 설문 조사 결과이다. 이에 대한 설명으로 적절한 것만을 <보기>에서 있는 대로 고른 것은?,1번 선택지,2번 선택지,3번 선택지,4번 선택지,5번 선택지,4
KSAT_2023_11_수능_직업 생활,9,"[MultiModal] 다음 친권자 동의서를 통해 알 수 있는 내용으로 옳은 것은? (단, 「근로기준법」에 따르며 단체협약은 고려하지 않는다.)",A는 B의 보호를 위하여 B의 근로계약을 대리할 수 있다.,"B는 1일 8시간, 1주 40시간을 초과하여 근로할 수 있다.","B가 1주 동안의 소정근로일을 개근한 경우 주휴 수당은 80,000원이다.",B는 고용노동부장관으로부터 취직인허증을 발급받아야 근로할 수 있다.,C는 위 친권자 동의서와 B의 연령을 증명하는 가족관계기록사항에 관한 증명서를 사업장에 갖추어 두어야 한다.,5
KSAT_2023_11_수능_직업 생활,10,[MultiModal] 위 [취업 희망 기업 조사서]에 나타난 A~C기업의 형태별 특징에 대한 설명으로 옳은 것은?,A기업의 각 사원은 정관에 다른 규정이 없는 때에는 회사의 업무를 집행할 권리와 의무가 있다.,B기업의 각 사원은 출자 1좌마다 1개의 의결권을 가진다.,C기업의 근로자는 원칙적으로 의사 결정 기관인 사원총회의 구성원이 된다.,"A기업은 물적 회사, B기업은 인적 회사에 해당한다.",A~C기업은 조합 기업 형태의 공동 기업이다.,1
KSAT_2023_11_수능_직업 생활,15,다음 사례에 나타난 근로자 A씨의 근로 관계와 사회 보험을 분석한 내용으로 가장 적절한 것은?,훈련연장급여를 신청하여 받을 수 있다.,조기재취업 수당을 신청하여 받을 수 있다.,△△의류 퇴사 후 구직급여를 신청하여 받을 수 있다.,구직급여를 받는 동안 직업능력개발 수당을 신청하여 받을 수 있다.,2021년에 최대 12일의 연차 유급휴가를 ○○의류로부터 받을 수 있다.,4
KSAT_2021_06_고3_수산,1,"[MultiModal] 다음 대화에서 소개하고 있는 수산·해운 분야의 직업으로 옳은 것은?
---A: 장래 희망을 고민하는 청소년들의 고민 해결사! 이번에 소개해 드릴 직업은 무엇인지 다 같이 가 보실까요?
B: 안녕하세요. 여기 보니까 기계들이 정말 많은데요, 어떤 일을 하시는지 직접 소개해 주세요.
A: 네, 저는 선박에서 엔진과 보조 기계 및 전기 장치 등이 제대로 작동할 수 있도록 조작·정비하는 업무를 맡고 있습니다.
B: 선박 안전을 위해 중요한 역할을 담당하고 계시는군요.",검수사,기관사,도선사,선박설계사,선박무선통신사,2
KSAT_2021_06_고3_수산,2,"다음 게시판에 접수된 질문에 대한 담당자의 답변에 해당하는 어법으로 옳은 것은?
---Q(질문자): 저는 대도시에서의 직장 생활을 정리하고 고향인 △△시로 귀어를 하였습니다. 제 고향은 남해안에 위치하며 어족 자원이 풍부한 고장입니다. 특히, 예로부터 마른 멸치로 유명한 곳이라서 멸치잡이 사업을 해 보고자 합니다. 여기에 적절한 어법을 알려주시면 감사하겠습니다.
A(담당자): 저희 홈페이지를 방문해 주셔서 감사합니다. 질의하신 내용을 검토해 본 결과 멸치잡이의 경우 오비기, 날개 그물, 자루 그물 등으로 구성된 어구를 사용하며, 주로 그물배, 어탐선, 가공·운반선 등으로 선단을 이루어 조업하는 것이 대표적인 방법입니다. 참고하시기 바랍니다.",안강망,정치망,오터 트롤,기선 권현망,쌍끌이 기선 저인망,4
KSAT_2021_06_고3_수산,4,"다음 기사를 통해 알 수 있는 해양 시설로 가장 적절한 것은? [3점]
---이 시설은 그동안 저유가 때문에 주목받지 못하였으나, 최근 국제 유가가 오름세를 보이며 다시 관심을 모으고 있다. 특히 글로벌 에너지 기업 △△에서 해저의 원유를 채취하기 위하여 이 시설을 연내 발주할 것이라는 보도에 업계 관계자는 “올해 국제 유가가 상승할 경우 더 많은 발주가 예상된다.""며 기대감을 높이고 있다.
- ○○신문, 2021년 4월 8일 자 -",항만 배후 시설,해상 하역 시설,해양 관측 시설,해양 시추 시설,해양 스포츠 시설,4
KSAT_2021_06_고3_수산,6,"위 뉴스에서 박 기자의 답변을 통해 알 수 있는 하역 설비의 특징으로 가장 적절한 것은?
---앵커: 다음은 경제 소식입니다. 김 기자와 박 기자 나와 있습니다. 김 기자, 오늘 정부에서 수출입 물동량에 대한 통계를 발표했는데, A항의 물동량이 전년 대비 대폭 증가했다구요?
김 기자: 네, 그렇습니다. A 항은 국내외 육·해상 운송망의 거점으로서 광역권의 배후 화물을 처리하는 등 국가의 이해(利害)에 중대한 관계를 가지는 항만으로, 지난해에 베트남과 중국에 새 항로가 개설되면서 물동량이 증가하였습니다.
앵커: 그렇군요. 그런데 박 기자, A항의 물동량이 증가한 다른 이유도 있다면서요?
박 기자: 네, A항은 올해부터 새로운 선석을 확보하고 선박과 육상 간 컨테이너를 이송하는 최신형 갠트리 크레인을 설치함으로써 화물 처리 능력이 크게 개선되었습니다.
앵커: 네, 지금까지 경제 소식이었습니다.",야드 트랙터에 의해 견인되어 운행된다.,수직으로 이동하는 마스트와 포크를 이용한다.,에이프런에 부설되어 있는 레일을 따라 이동한다.,마셜링 야드에서 컨테이너를 직접 운반하거나 적재한다.,컨테이너 장치장에 컨테이너를 보관하기 위해 사용된다.,3
KSAT_2021_06_고3_수산,7,"다음 기사를 통해 알 수 있는 (가) 선박과 동일한 하역 방법을 사용하는 선박으로 옳은 것은?
---△△조선은 지금까지 세계 유수의 선사로부터 (가)을/를 18척 수주, 지난해에만 4척을 인도해 세계 시장 점유율 1위를 차지했다. 이 선박의 화물 적재 공간은 여러 층의 갑판으로 구성되어 있으며, 원활한 하역 작업을 위한 다수의 조명이 설치되어 있다. 또한 화물의 적·양하는 선미 또는 선측의 경사로(ramp)를 통해 이루어진다.
-○○신문, 2020년 12월 9일 자-",벌크선,카페리선,풀컨테이너선,냉동화물 운반선,액체화물 운반선,2
KSAT_2021_06_고3_수산,8,"[MultiModal] 다음 대화에서 (가)에 들어갈 선박 자동화 시스템을 구성하는 장치로 가장 적절한 것은? [3점]
---실습항해사: 선장님, 선박 조타실에도 비행기 조종석처럼 다양한 장치가 집중적으로 배치되어 있네요.
선장: 네, 이렇게 집중 배치된 선박 자동화 시스템은 항해사의 당직 업무 효율성을 높일 수 있습니다.
실습항해사: 그럼 이 시스템 중에서 선박 충돌 예방을 위한 장치에는 어떤 것이 있습니까?
선장: 레이더에 나타난 다수의 목표물을 자동으로 추적하고 분석하여 그 정보를 표시해 주는 (가) 이/가 있습니다.",GPS,ARPA,ECDIS,GMDSS,INMARSAT,2
KSAT_2021_06_고3_수산,9,"[MultiModal] 다음 대화에서 학생들이 배우게 될 해양 레저의 종목으로 옳은 것은?
---학생: 선생님, 오늘 저희가 배울 해양 레저 종목은 어떤 거예요?
선생님: 오늘은 노를 저어서 보트가 앞으로 나아가게 하는 단체 종목을 배워볼 거예요.
학생: 그럼 저희 다 같이 노만 저으면 되는 거예요?
선생님: 아니에요. 여러분 중 한 명은 노를 젓는 다른 학생들과 마주보면서 지휘하는 콕스 역할을 할 거예요.",조정,카누,카약,세일 요트,패러 세일,1
KSAT_2021_06_고3_수산,14,"다음 기사를 통해 알 수 있는 해양 관광 상품으로 옳은 것은? [3점]
---△△기업이 해양 관광 상품을 시범 운영한다. 이 상품은 최대 3노트의 속력으로, 최적의 기상 조건에서 하루 10회 운항할 수 있다. 또한 소음이 작은 전기 모터를 탑재함으로써 생태계에 미치는 영향을 최소화하였다고 기업 측은 설명했다. 지역 주민들은 신비한 바닷속을 감상하기 위하여 관광객들이 방문하면 지역 발전에 도움이 될 것으로 기대하고 있다. 그러나 환경 단체에서는 산호초 파괴 등 해저 환경의 훼손이 우려되기 때문에 철저한 자원 보존 대책 마련을 요구하고 있다.
-○○신문, 2020년 11월 14일 자-",잠수정 체험,모터 보트 체험,윈드 서핑 체험,수상 오토바이 체험,호버 크래프트 체험,1
