test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2023_09_고3_일본어,15,"[MultiModal] 빈칸에 들어갈 말로 알맞은 것은?
あのう、すみません。
ラーメン、
もうしわけありません。
すぐ、お持ちします。",食べられますか,もう出ましたか,さっき させたんですが,まだ来てないんですが,ちょっと遠いんですか,4
KSAT_2023_09_고3_일본어,16,"빈칸에 들어갈 말로 알맞은 것만을 <보기>에서 고른 것은?
高木: ちょっと
村上:はい、何でしょうか。
高木: この荷物、となりの部屋まではこんでもらえないかな。
村上:はい、わかりました。
<보기>
a. 手伝いたいけど。
b. たのんでほしいの。
C. 手を貸してくれない?
d. おねがいがあるんだけど。","a, b","a, d","b, c","b, d","c, d",5
KSAT_2023_09_고3_일본어,17,"빈칸 (a), (b)에 들어갈 말로 알맞은 것은?
鈴木:もしもし、木村さん。今どこ?みんな待ってるよ。
木村: すみません。
(a)
あと10分ぐらいで着きます。
鈴木: じゃ、どうもコンサートの時間に
(b)
ね。
木村: ごめんなさい。先に入ってください。","早く出かけたので, ちょうど着く","待たせたくないから, 待たせる","急にしごとが入って, おくれないそうだ","おそくならないように, 早く着きそうだ","家を出るのがおそくなって, 間に合いそうもない",5
KSAT_2023_09_고3_일본어,19,"빈칸에 들어갈 말로 알맞은 것을 <보기>에서 찾아 순서대로 바르게 배열한 것은?
ななみ:ユナ、週末のおまつり、いっしょに行かない?
ユナ: ほんとう?
ななみ:じゃあ、
ユナ:そうしたいんだけど、私ゆかたないんだ。
ななみ: だいじょうぶ。私が貸してあげる。
ユナ: ありがとう。たのしみだね。
<보기>
a. 私も行きたいと思ってたの
b. いもうとのゆかたもあるし
c. 二人でゆかた着て行こうか",a-b-c,a-c-b,b-a-c,c-a-b,c-b-a,2
KSAT_2023_09_고3_일본어,21,"빈칸에 들어갈 말로 알맞은 것은?
のぞみ: ごはん、どうする? どこかいいお店、知ってる?
たかし: ええと、この店はどう?
のぞみ: それじゃ、たかし君もまだ行ったことないってことだね。入ってみよう。",悪くなかったよ,よく知ってるよ,また食べたいな,おいしいらしいよ,行ってみたんだけど,4
KSAT_2023_09_고3_일본어,22,"빈칸에 들어갈 말로 알맞은 것은?
りゅう: からだのぐあい、よくなった?
昨日、まことがいなくてたいへんだったよ。
まこと: ごめんね。もうだいじょうぶ。
りゅう: それはよかったね。",おじゃまして,気をつかって,ごえんりょして,めいわくかけて,しんぱいになって,4
KSAT_2023_09_고3_일본어,24,"빈칸에 들어갈 말로 알맞은 것은?
A: こんどの金ようび、部活の練習したいと思うんだけど、時間 だいじょうぶ?
B:あ、その日は母と買い物に行くって約束したんだ。でも、
A: ごめん。そうしてくれたらうれしいけど。",母が反対するかも,約束はまもらなきゃ,つごうがわるいから,買い物はひさしぶりだし,ほかの日に変えられるかも,5
KSAT_2023_09_고3_일본어,25,"글을 이해한 내용으로 알맞지 않은 것은?
自転車に乗る時は守りましょう
○ 自転車に二人で乗らないこと。
○夜は自転車の電気をつけること。
○2台でよこに並んで走らないこと。
○ケータイを使いながら自転車に乗らないこと。",밤에는 자전거의 라이트를 켜야 한다.,자전거를 탄 사람을 우선 보호해야 한다.,휴대폰을 조작하면서 자전거를 타면 안 된다.,자전거 한 대에 두 사람이 같이 타면 안 된다.,두 대의 자전거가 옆으로 나란히 달려서는 안 된다.,2
KSAT_2023_09_고3_일본어,28,"빈칸에 들어갈 말로 알맞은 것은?
むすめ: ただいま。
父: お帰り。ちょうど今ご飯 なんだ。
いっしょに食べる?
むすめ:うん、食べる。",食べたあと,食べたところ,食べたばかり,食べるところ,食べるばかり,4
KSAT_2023_09_고3_일본어,30,"밑줄 친 부분의 표현이 옳지 않은 것은?
田中:あ、もうこんな時間ですね。
カン: そうですね。では、この辺で失礼いたします。(a)
田中: カンさんに来ていただいて、本当によかったです。(b)
今度はこちらからうかがいますので。(c)
カン:ええ、ぜひ。佐藤さんにも よろしく お伝えください。(d)
田中:はい、わかりました。また、お会いになりましょう。(e)",(a),(b),(c),(d),(e),5
KSAT_2021_06_고3_한문,3,[MultiModal] 그림과 대화의 내용으로 보아에 들어갈 것은? 이 한자의 음은 '山'과 같아. 총획은 '攻'과 부수가 같지. '黑'과 같아. 이 글자 앞에 '分'을 결합하면 '나뉘어 흩어짐.' 이라는 뜻으로 쓰여.,敏,産,散,算,敢,3
KSAT_2021_06_고3_한문,4,"단어장의 내용으로 보아에 들어갈 것은?
【 】 원래의 뜻 • 직물의 날실과 씨실 -> 확장된 뜻 • 일이 진행되어 온 과정",端緒,經緯,統合,綱領,始終,2
KSAT_2021_06_고3_한문,5,"[MultiModal] 화살표 방향으로 성어를 채울 때, ㉠에 들어갈 것은?
[가로 열쇠] 매우 위태로운 처지에 놓여 있음.
[세로 열쇠] 이제까지 그 누구도 가 보지 못함.",風,火,達,急,前,5
KSAT_2021_06_고3_한문,6,[MultiModal] 그림과 대화의 내용으로 보아에 들어갈 것은? 에는 '바탕'이라는 뜻이 있어요. 그래서 '기본 성분' 또는 '근본 성질'을 가리킬 때 사용됩니다. 이 뜻이 담긴 학습 용어를 알아볼까요? '元'과 결합하면 '더 이상 다른 물질로 분해되지 않는 물질의 최소 단위'를 나타내는 단어가 됩니다. '數'와 결합하면 '1과 그 자신 이외의 자연수로는 나눌 수 없는 자연수'를 뜻합니다.,根,氣,消,素,所,4
KSAT_2021_06_고3_한문,7,"[MultiModal] ~ 중 옳은 것만을 있는 대로 고른 것은? '향배'라고 읽어요. 다음 단어에 대해 알아볼까요? ① 유의어로는 '支持'가 있어요. ② '어떤 일이 되어 가는 추세나 어떤 일에 대한 사람들의 태도'를 이르는 말이에요. ③ ""어떻게 결정될지는 여론의 向背에 달려 있다.""와 같이 쓸 수 있어요.","①, ③, ④","①, ④, ⑤","①, ③, ⑤","②, ③, ⑤","③, ④, ⑤",4
KSAT_2021_06_고3_한문,8,"글의 내용과 관계있는 것은?
선인태후의 종부(從父) 고준유가 군법을 어긴 죄로 처벌을 받았다. 그러자 재상(宰相) 채확이 태후에게 잘 보이려고 그의 관직을 회복시키기를 청하였다. 이에 태후가 “고준유가 전쟁에서 수많은 사람의 목숨을 도탄에 빠뜨렸다. 선제(先帝)가 이 때문에 근심하다가 돌아가시고 말았다. 재앙이 고준유로부터 시작되었으니, 사형을 면한 것만도 다행이라 할 것이다. 선제의 육신이 채 식지도 않았는데, 내가 어찌 감히 개인적인 은혜를 돌아보느라 천하의 공론을 어기겠는가.”라고 하자, 채확이 두려워하며 물러났다.
- 『회재집』 -",公平無私,朝變夕改,忠言逆耳,臨戰無退,外柔內剛,1
KSAT_2021_06_고3_한문,10,[MultiModal] 그림과 대화의 내용으로 보아 에 들어갈 것은? 논어의 '군자는 도를 근심하지 가난함을 근심하지 않는다.'는 구절의 원문을 써 봤어. 잘 썼네. 하지만 그런 의미가 되려면 마지막 글자는 (으)로 써야 해.,貨,貧,賀,貿,貴,2
KSAT_2021_06_고3_한문,11,"[MultiModal] 그림과 대화의 내용으로 보아에 들어갈 것은? 타이완에서 지하철을 탔었는데, 이런 승차권을 쓰더라고. '單程票'라고 써 있네. '單程'이 무슨 뜻이지? '가는 여정 또는 오는 여정 중 어느 한쪽'이라는 뜻이야. 아, 우리말의 '㉠)'와/과 같은 말이구나.",片道,往復,換乘,便乘,軌道,1
KSAT_2021_06_고3_한문,12,[MultiModal] 광고의 내용으로 보아에 들어갈 것은? 모든 사람은 법 앞에 평등하며 어떠한 차별도 없이 법의 동등한 보호를 받을 ( )을/를 가진다. - 「세계인권선언」중에서 -,禮節,秩序,權利,責任,義務,3
KSAT_2021_06_고3_한문,14,"글의 내용으로 보아 과에 공통으로 들어갈 것은?
○一日不念( ),諸惡皆自起,
- 『명심보감』 -
○行( )者獲福,為惡者得禍.
- 『중론』 -",辱,善,憎,欺,慾,2
KSAT_2021_06_고3_한문,15,"[MultiModal] 에 들어갈 내용을 <보기>의 카드를 활용하여 완성하고자 할 때, 순서대로 바르게 배열한 것은?
安而不忘危,( ),治而不忘亂.
- 『주역』 -
<보기>
忘 而 存 不 亡",다라나마,다나라마,나라다마,라가다마,나라가다,3
KSAT_2021_06_고3_한문,17,"글의 내용과 관계있는 것은?
옛 사람들은 허물을 뉘우치고 스스로를 꾸짖는 것을 귀하게 여겼습니다. 그렇지만 지나치게 자책해서는 안 되니, 자괴감에 사로잡혀 의기소침해지기 때문입니다. 연평 선생이 “가슴 속에 응어리를 쌓아 놓는다.”라고 한 말이 바로 이것이니, 반드시 경계해야 할 것입니다.... (중략)... 단지 전전긍긍하면서 허물만 생각한다면 늘 근심 걱정에 휩싸여 끝내 이루는 바가 없을 것입니다.
- 『퇴계집』 -","言工無施,不若無言.","聞人之過,切勿發諸口外.","有餘者常譽人,不足者常毁人.","有過不可不悔,悔不可留着胸中.","與其遂欲而失人,寧可敗事而得人.",4
KSAT_2021_06_고3_한문,18,"다음 글을 읽고 물음에 답하시오.
黃相國喜,微時,⑦行役,憩于路上,見田父駕二牛耕者,問曰:“二牛何者為勝?”田父不對,輟耕而㉢至,㉮附耳細語:“此牛勝.”公怪之曰:“何以附耳相語?”田父曰:“雖畜物,其心與人同也,此(④)則彼劣,使牛聞之,寧無不平之心乎.”公大悟,遂不復②言人長短,
*憩(게): 쉬다 *駕(가): 멍에를 메우다 *輟(철): 그치다
- 『지봉유설』 -
~ 중 행위의 주체가 같은 것만을 있는 대로 고른 것은?","㉠, ㉡, ㉢","㉠, ㉡, ㉣","㉠, ㉢, ㉣","㉡, ㉢, ㉣","㉢, ㉣, ㉤",4
KSAT_2021_06_고3_한문,19,"다음 글을 읽고 물음에 답하시오.
黃相國喜,微時,⑦行役,憩于路上,見田父駕二牛耕者,問曰:“二牛何者為勝?”田父不對,輟耕而㉢至,㉮附耳細語:“此牛勝.”公怪之曰:“何以附耳相語?”田父曰:“雖畜物,其心與人同也,此(④)則彼劣,使牛聞之,寧無不平之心乎.”公大悟,遂不復②言人長短,
*憩(게): 쉬다 *駕(가): 멍에를 메우다 *輟(철): 그치다
- 『지봉유설』 -
㉮와 같이 행동한 이유로 알맞은 것은?",주변이 소란스러웠기 때문에,밭일에 지쳐서 힘이 빠졌기 때문에,소가 들을 수 있다고 생각했기 때문에,상대방의 위엄에 주눅이 들었기 때문에,대답하지 않은 것이 마음에 걸렸기 때문에,3
KSAT_2021_06_고3_한문,20,"다음 글을 읽고 물음에 답하시오.
黃相國喜,微時,⑦行役,憩于路上,見田父駕二牛耕者,問曰:“二牛何者為勝?”田父不對,輟耕而㉢至,㉮附耳細語:“此牛勝.”公怪之曰:“何以附耳相語?”田父曰:“雖畜物,其心與人同也,此(④)則彼劣,使牛聞之,寧無不平之心乎.”公大悟,遂不復②言人長短,
*憩(게): 쉬다 *駕(가): 멍에를 메우다 *輟(철): 그치다
- 『지봉유설』 -
윗글의 흐름으로 보아 에 들어갈 것은?",劣,負,耕,勝,短,4
KSAT_2021_06_고3_한문,21,"다음 글을 읽고 물음에 답하시오.
生亦我所欲也,義亦我所欲也,二者,不可得兼,舍生而取義者也,生亦我所欲,所欲,有甚㉠於生者,故,不為荀得也.死亦我所惡,所惡,有甚於死者,故,患有所不辟也.
*辟(피): 피하다
- 『맹자』 -
과 쓰임이 같은 것은?",揚名於後世.,"富莫富於不欲,","合抱之木,生於毫末.","己所不欲,勿施於人.","勞心者治人,勞力者治於人.",2
KSAT_2021_06_고3_한문,22,"다음 글을 읽고 물음에 답하시오.
生亦我所欲也,義亦我所欲也,二者,不可得兼,舍生而取義者也,生亦我所欲,所欲,有甚㉠於生者,故,不為荀得也.死亦我所惡,所惡,有甚於死者,故,患有所不辟也.
*辟(피): 피하다
- 『맹자』 -
윗글의 중심 내용으로 알맞은 것은?",생명의 존엄성,선악의 판단 기준,의리의 중요성,금욕적 삶의 가치,진실의 양면성,3
KSAT_2021_06_고3_한문,23,"다음 글을 읽고 물음에 답하시오.
人有畜野鵝者,多與煙火之食,鵝便體重,不能飛,後,忽不食,人以為病,益與之食而不食.㉠旬日而體輕,凌空而去.翁聞之,曰:“智哉!善自保也.”
*鵝(아): 거위 *凌(릉): 오르다
- 『성호전서』 -
에서 마지막으로 풀이되는 것은?",旬,日,而,體,輕,5
KSAT_2021_06_고3_한문,25,"다음 시를 읽고 물음에 답하시오.
(가)萬樹江邊杏,新開一夜風.
●滿園深淺色,照在綠波中.
*杏(행): 살구나무
- 왕애, 「春遊曲」-
(나)欲作家書說苦辛,恐敎愁殺白頭親.
陰山②積雪深千丈,却回報今冬暖似春.
- 이안눌, 「寄家書」-
~의 풀이로 옳지 않은 것은?",: 피다,①: 가득하다,: 말하다,②: 쌓이다,: 갚다,5
KSAT_2021_06_고3_한문,27,"다음 글을 읽고 물음에 답하시오.
人性本善,無古今智愚之殊,聖人何故獨為聖人,我則何故獨為眾人耶?良由志不立,知不明,行不篤耳.志之立,知之明,行之篤,皆在我耳,豈可他求哉?
- 『격몽요결』 -
과 짜임이 같은 것은?",東海,視聽,登山,建國,黃金,2
KSAT_2021_06_고3_한문,28,"다음 글을 읽고 물음에 답하시오.
人性本善,無古今智愚之殊,聖人何故獨為聖人,我則何故獨為眾人耶?良由志不立,知不明,行不篤耳.志之立,知之明,行之篤,皆在我耳,豈可他求哉?
- 『격몽요결』 -
윗글의 내용으로 보아에 대한 이해로 옳지 않은 것은?",성인과 마찬가지로 본성은 선하다고 했어.,성인의 말씀을 들으려 하지 않는다고 했어.,성인이 되기 위해서는 뜻을 세워야 한다고 했지.,성인이 되려면 실천을 돈독히 해야 한다고 했지.,성인이 되기 위한 열쇠는 그 자신에게 있다고 했지.,2
KSAT_2021_06_고3_한문,29,"다음 글을 읽고 물음에 답하시오.
楚人,有涉江者,其劍,自舟中墜於水,遽契其舟,曰:“是,吾劍之所從墜.”舟止,從其所契者,入水求之,
*楚(초): 나라 이름 *墜(추): 떨어지다 *遽(거): 재빨리
- 『여씨춘추』 -
의미상과 바꾸어 쓸 수 있는 것은?",渡,添,汚,漁,活,1
KSAT_2021_10_고3_중국어,1,[MultiModal] 그림의 발음 기호 중 두 개를 조합하여 만들 수 있는 발음에 해당하는 글자는? [1점],都,钟,重,猪,嘴,3
KSAT_2021_10_고3_중국어,3,"밑줄 친 부분의 한자 표기가 옳은 것만을 고른 것은?
a. 我以为你讨严我呢。
b. 让他自己去解觉吧。
c. 他们安排好了一切。
d. 这双鞋你穿很合适。","a, b","a, c","b, c","b, d","c, d",5
KSAT_2021_10_고3_중국어,4,"빈칸에 공통으로 들어갈 말로 알맞은 것은?
○你那里有没有可以 ___ 眼镜的东西?
○张医生,我奶奶的脚需要___什么药?",抱,擦,刻,上,套,2
KSAT_2021_10_고3_중국어,5,"빈칸 (a), (b)에 들어갈 말로 알맞은 것은?
○你已经三十岁了,今年还要(a)参加高考吗?
○晚上我会(b)在办公室,你可以打电话给我。",① (a)继续 (b)一直,② (a)一直 (b)继续,③ (a)继续 (b)继续,④ (a)一直 (b)一直,⑤ (a)大概 (b)继续,1
KSAT_2021_10_고3_중국어,6,"[MultiModal] 대화의 상황을 표현한 그림으로 알맞은 것은? [1점]
A: 我今天怎么样?
B:你今天穿的是新衣服吧?看着挺精神的!
A:不是啊,这件已经穿了很久了。",1번 이미지,2번 이미지,3번 이미지,4번 이미지,5번 이미지,5
KSAT_2021_10_고3_중국어,7,"빈칸에 들어갈 말로 알맞은 것은? [1점]
A: Women wŭ diăn bàn zài xuéxiào ménkõu jiàn ba!
B: Méi wèntí,",yíhuìr jiàn!,zěnmeyàng?,wǒ yǒu shì.,wǒ hěn hão!,wŭ diăn jiàn!,1
KSAT_2021_10_고3_중국어,8,"[MultiModal] 빈칸에 들어갈 말로 알맞은 것은?
A:欢迎欢迎!
?
B:我在网上买了一个旧手机,所以想买张新的手机卡。
A:好的。您喜欢哪个号码?",你知道怎么换卡吗,可以换一个号码吗,你不是说换个手机吗,有什么我能帮您的吗,您的手机号码是多少,4
KSAT_2021_10_고3_중국어,9,"빈칸에 들어갈 말로 알맞은 것은?
A:我想去豫园看看,去那儿远吗?
B:大概要两个半小时。
A:
B:坐地铁最方便,不会堵车。",你会带我女儿去吗?,去年我去了两次苏州。,还可以看到美丽的风景呢。,星期六你想带孩子一起去吗?,坐地铁方便还是坐公交车方便?,5
KSAT_2021_10_고3_중국어,10,"일기에서 대답을 찾을 수 없는 질문은?
--- 10月30日 星期六 晴
以前爸爸妈妈很喜欢出去玩儿,周末我们会去爬山、看电影、吃好吃的东西。不过现在呢,爸爸妈妈觉得外面特别不安全。周末他们一整天都在家里睡觉、看电视。我不喜欢这样过周末。今天我 又跟他们说了一次要出去玩儿,不过他们的回答还是“不可以,在家好好学习吧”。",以前我家周末有什么活动?,엄마가 가장 좋아하는 활동은 무엇인가?,지금 아빠와 엄마는 주말에 무엇을 하나?,나는 지금 주말 활동에 만족하는가?,우리 집의 생활에 어떤 변화가 있었는가?,2
KSAT_2021_10_고3_중국어,11,"빈칸에 들어갈 말로 알맞은 것을 <보기>에서 찾아 순서대로 바르게 배열한 것은?
A:
B:是吗?
A:是啊,
B:可能是因为我经常和中国朋友聊天。
A:对!我们应该多听多说,
<보기>
a.你是怎么做到的?
b.我也想交一个中国朋友了。
c.我觉得你的汉语进步很快。",a-b-c,a-c-b,b-c-a,c-a-b,c-b-a,4
KSAT_2021_10_고3_중국어,12,"[MultiModal] 게시판에서 대답을 찾을 수 있는 질문은?
--- 함께 유산소 운동을 합시다!
장소: △△고등학교 운동장
운동: 빨리 걷기, 달리기, 자전거 타기, 태극권
등록 기간: 10월 11일 ~ 16일 10:00 ~ 16:00
등록 방법: 학교 웹사이트에 등록",어디에 등록하나요?,얼마나 드나요?,무엇을 준비해야 하나요?,누가 학생들에게 태극권을 가르치나요?,가장 좋아하는 운동은 무엇인가요?,1
KSAT_2021_10_고3_중국어,14,"빈칸에 들어갈 말로 알맞은 것은?
A:엄마,您去父母读书会的时候穿得漂亮一点儿吧。同学的妈妈都穿得很好。
B:孩子, ___ 妈妈是去学习的。","너 말도 일리가 있어,",이틀 동안 따뜻하고 많았다!,"그것은 가장 중요한 것이 아니다,","최근에 너무 바빴다,",나는 어떤 것이 더 예쁜지?,3
KSAT_2021_10_고3_중국어,15,"빈칸에 들어갈 말로 알맞은 것만을 <보기>에서 고른 것은?
A:你早饭常吃什么?
B:我的早饭很简单,一碗汤就够了。
A:你吃得太像中国人了吧!你一定很喜欢中国菜吧?
B: ___ 我在中国生活了这么多年,已经习惯了。
<보기>
a.没错。
b.那可不。
c.怎么会?
d.才不是呢?","a, b","a, c","b, c","b, d","c, d",1
KSAT_2021_10_고3_중국어,16,"대화의 내용으로 보아 밑줄 친 부분의 의미로 알맞은 것은?
A:不要担心,车到山前必有路。
B:谢谢你,我会加油的。",너는 산에 운전해서 올라가지 마,반드시 누군가 너를 도와줄 것이다,이 길 앞에는 높은 산이 하나 있다,어려움이 있어도 항상 방법이 있다,우리는 이미 산 앞에 도착했으니 등산하자,4
KSAT_2021_10_고3_중국어,17,"대화를 이해한 내용으로 알맞은 것은?
A:马上就要去中国了,很紧张吧?护照都办好了吗?
B:还没,说是“五个工作日后可以拿”。
A:等护照办好以后,我们再见一面,好吗?
B:好!我一办好就联系您。这些年非常感谢您照顾我。",A는 여권을 신청해야 한다.,B는 중국으로 유학 갈 것이다.,A는 B와 다시 만날 것이다.,A와 B는 5일 후에 함께 식사한다.,B의 여권은 5일 후에 발급될 수 있다.,3
KSAT_2021_10_고3_중국어,18,"글을 이해한 내용으로 알맞은 것은?
--- 방금 아래층에서 엄마가 예전에 가르쳤던 이림이를 봤다. 그녀는 많이 말랐고, 처음엔 그녀인 줄 몰랐다. 그녀는 다음 주에 미국으로 이사 간다고 해서, 오늘 밤에 집에 들르려고 한다.",이림은 내 학생이다.,이림은 1년 전 매우 뚱뚱했다.,예전에 엄마가 이림의 선생님이었다.,나는 처음에 이림인 것을 알았다.,우리 가족은 다음 주에 미국으로 이사 갈 것이다.,3
KSAT_2021_10_고3_중국어,19,"대화를 이해한 내용으로 알맞은 것은? [1점]
666
A:“六”의 발음은 “牛”와 비슷해서, 그래서 “六六六”는 “너 정말 잘한다”, “너 정말 대단하다”는 뜻이야.
B:아, 알겠어. 중국 젊은이들이 요즘 “六六六”를 자주 말해?
A:응! 다시 너를 시험해 볼게, “五五五”는 무슨 뜻이야?
B:모르겠어, 알려줄 수 있어?
A:좋아, “五五五”의 발음은 우는 소리와 비슷해!",A는 이제야 '六六六'의 뜻을 알았다.,B는 '六六六'를 습관적으로 사용한다.,B는 전에 '五五五'의 뜻을 배운 적이 있다.,'五五五'는 다른 사람을 칭찬할 때 쓰는 표현이다.,A는 B에게 중국 젊은이가 자주 쓰는 말을 알려 주었다.,5
KSAT_2021_10_고3_중국어,21,"대화를 이해한 내용으로 알맞은 것은?
A:你去哪儿了?你来晚了三十分钟。
B:不是说九点见吗?
A:早过九点了。
B:天啊!我的手表慢了,真对不起,让您久等了。",A는 B를 기다리지 않았다.,A의 시계가 더 빠르다.,A는 30분 늦게 왔다.,A와 B는 9시에 만나기로 했다.,B는 미안할 필요가 없다고 생각한다.,4
KSAT_2021_10_고3_중국어,23,"글을 이해한 내용으로 알맞은 것만을 <보기>에서 고른 것은? [1점]
--- 티베트족은 중국의 소수민족이며, 대부분의 티베트족은 티베트에 거주한다. 그곳에 사는 티베트족은 주로 티베트어를 사용하고, 일부는 중국어를 사용하기도 한다. 티베트족의 전통 명절은 쇼둔절이다. 그때가 되면, 그들은 티베트족 옷을 입고 함께 축하한다. 티베트의 풍경은 매우 아름다워서 매년 많은 사람들이 그곳으로 여행을 간다.
<보기>
a. 티베트족 사람은 대부분 신장(新疆)에 산다.
b. 티베트족은 민족 전통의 명절과 복장이 있다.
c. 매년 아주 많은 사람이 티베트를 여행한다.
d. 티베트족 사람은 모두 두 가지 언어를 사용할 줄 안다.","a, c","a, d","b, c","b, d","c, d",3
KSAT_2021_10_고3_중국어,24,"[MultiModal] 빈칸에 공통으로 들어갈 말로 알맞은 것은?
--- “남방과 북방”은 중국 남방과 북방 사람들의 식습관이 다르다는 것을 의미한다. 남방 사람들은 밥을 좋아하고, 북방 사람들은 면을 좋아한다. 남방은 비교적 높고 비가 많으며, 북방은 비교적 낮고 비가 적다. 남방과 북방의 기후가 다르기 때문에 재배되는 작물도 다르다.",节日,气温,晴天,性格,天气,2
KSAT_2021_10_고3_중국어,25,"'武汉'에 관한 글에서 언급되지 않은 것은? [1점]
--- 1927년, 우창(武昌), 한커우(汉口), 한양(汉阳) 세 곳이 합쳐져 우한(武汉)이 되었다. 우한은 후베이성(湖北省)에서 가장 큰 도시다. 우한을 여행하면 중국의 “4대 명루” 중 하나인 황학루(黄鹤楼)를 볼 수 있을 뿐만 아니라 맛있는 우창어(武昌鱼)와 러간몐(热干面)도 맛볼 수 있다.",명소,역사,음식,인구,소재지,4
